subject,session,data_source,structured_data,channel,signal,stimulus,block,mean_baseline,std_baseline,mean_task,std_task,task_minus_baseline,area_under_curve_task,time_to_peak,time_to_nadir
129,1,1,1,12,1,1,1,-3.3539,3.2337,4.6912,12.828,8.0451,252.3,14,39
129,1,1,1,12,2,1,1,-1.2365,0.81111,1.2683,3.255,2.5048,68.882,14,51
129,1,1,1,13,1,1,1,2.1704,2.8235,-1.562,2.9337,-3.7323,-78.531,41,5
129,1,1,1,13,2,1,1,-0.44894,0.77643,0.50844,0.82065,0.95738,25.934,44,5
129,1,1,1,14,1,1,1,1.0216,4.9771,0.092897,3.7537,-0.92874,8.0244,36,1
129,1,1,1,14,2,1,1,-0.63414,1.0401,0.39218,0.76918,1.0263,20.15,34,42
129,1,1,1,15,1,1,1,2.1185,1.7044,-1.7778,3.7299,-3.8963,-91.22,44,7
129,1,1,1,15,2,1,1,0.26022,1.1228,-0.25027,1.8831,-0.5105,-13.928,46,26
129,1,1,1,16,1,1,1,1.4925,2.3457,-0.86067,2.1869,-2.3532,-41.528,37,6
129,1,1,1,16,2,1,1,-0.70363,0.89774,0.37638,0.55933,1.08,18.563,49,40
129,1,1,1,18,1,1,1,1.6805,0.98067,-1.6233,2.5258,-3.3039,-83.012,44,8
129,1,1,1,18,2,1,1,-0.003147,1.2822,-0.37159,1.4971,-0.36845,-20.612,49,27
129,1,1,1,19,1,1,1,-0.5615,2.3657,1.0159,3.859,1.5774,55.937,22,1
129,1,1,1,19,2,1,1,-1.1622,0.89812,0.63257,1.0366,1.7948,31.437,52,39
129,1,1,1,21,1,1,1,1.1759,2.1681,-1.1329,2.7283,-2.3088,-57.883,17,35
129,1,1,1,21,2,1,1,-0.45377,1.4571,-0.097935,1.2546,0.35583,-6.7533,52,31
129,1,1,1,22,1,1,1,-0.77251,2.8109,1.137,3.0139,1.9095,59.821,27,49
129,1,1,1,22,2,1,1,-0.78507,0.60802,0.37049,0.597,1.1556,17.961,52,42
129,1,1,1,23,1,1,1,1.965,1.6732,-1.6505,1.994,-3.6155,-83.847,44,29
129,1,1,1,23,2,1,1,0.48724,1.3321,-0.45658,1.2168,-0.94382,-24.078,44,30
129,1,1,1,24,1,1,1,1.3198,1.3534,-0.27998,2.1712,-1.5998,-13.135,17,5
129,1,1,1,24,2,1,1,-0.19198,0.55193,0.12701,0.59,0.31899,5.9146,13,36
131,1,1,1,1,1,1,1,-0.070741,5.0282,2.2128,4.4273,2.2836,119.45,31,39
131,1,1,1,1,2,1,1,-0.81466,2.0417,-0.43761,1.9819,0.37705,-25.48,52,31
131,1,1,1,2,1,1,1,1.4222,3.7912,1.6129,6.2132,0.19072,92.024,31,52
131,1,1,1,2,2,1,1,-2.2066,1.6768,1.2927,3.2029,3.4993,67.918,26,43
131,1,1,1,3,1,1,1,-1.4702,5.7099,3.1527,6.6476,4.6229,170.46,31,39
131,1,1,1,3,2,1,1,-0.77308,1.1485,-0.18151,1.2825,0.59157,-11.537,52,45
131,1,1,1,4,1,1,1,0.31573,4.2445,1.3581,4.5207,1.0424,75.201,31,39
131,1,1,1,4,2,1,1,-0.35373,1.2608,-0.59289,1.6183,-0.23915,-33.54,52,31
131,1,1,1,5,1,1,1,2.0154,5.0741,1.1886,7.2517,-0.8268,71.251,31,52
131,1,1,1,5,2,1,1,-3.0678,1.3901,0.74068,2.1098,3.8085,37.099,26,44
131,1,1,1,6,1,1,1,-1.4471,4.5199,2.4387,5.5333,3.8859,132.53,31,39
131,1,1,1,6,2,1,1,-0.60645,1.56,-0.15407,1.7044,0.45239,-10.202,52,31
131,1,1,1,7,1,1,1,0.15775,3.3195,1.7545,4.2622,1.5967,93.621,11,39
131,1,1,1,7,2,1,1,-1.2103,1.2657,0.14747,1.5739,1.3578,5.7881,11,34
131,1,1,1,8,1,1,1,-1.1272,4.2213,1.343,4.0902,2.4703,71.948,31,39
131,1,1,1,8,2,1,1,0.024403,0.98705,-0.57189,1.4548,-0.5963,-31.354,51,16
131,1,1,1,11,1,1,1,-2.028,5.3231,2.1799,5.5414,4.2079,117.98,10,39
131,1,1,1,11,2,1,1,-0.18009,2.0734,-0.11499,1.8858,0.065097,-4.2875,39,9
131,1,1,1,12,1,1,1,-2.8455,6.1044,3.5704,8.3399,6.4159,192.44,28,38
131,1,1,1,12,2,1,1,-0.23338,2.8277,-0.068897,3.3524,0.16448,-3.287,50,28
131,1,1,1,13,1,1,1,1.1011,4.4337,1.8041,5.9599,0.70295,101.46,31,1
131,1,1,1,13,2,1,1,-2.0423,1.6812,1.3899,3.0868,3.4322,72.788,26,42
131,1,1,1,14,1,1,1,-0.86206,5.6526,2.6446,5.5104,3.5067,142.14,31,39
131,1,1,1,14,2,1,1,-0.44972,1.8315,-0.31321,1.5229,0.13651,-17.994,39,45
131,1,1,1,16,1,1,1,-1.6122,5.0296,2.7088,5.2647,4.321,144.87,31,39
131,1,1,1,16,2,1,1,-0.44941,1.2203,-0.17708,1.5067,0.27233,-10.728,3,31
131,1,1,1,17,1,1,1,-2.0529,4.6716,2.4579,5.2244,4.5108,130.45,12,39
131,1,1,1,17,2,1,1,-0.26062,0.6478,-0.18872,0.65248,0.071897,-10.763,39,45
131,1,1,1,18,1,1,1,0.18108,3.6878,0.69567,3.1795,0.51459,36.824,46,38
131,1,1,1,18,2,1,1,-0.18883,1.2673,-0.31663,1.1549,-0.1278,-18.153,52,31
131,1,1,1,19,1,1,1,-1.8007,4.8883,2.5949,5.3847,4.3955,138.65,31,39
131,1,1,1,19,2,1,1,-0.28159,0.91882,-0.21674,1.4011,0.064853,-12.696,4,31
131,1,1,1,20,1,1,1,-1.7214,5.725,2.8684,6.6674,4.5898,155.12,31,38
131,1,1,1,20,2,1,1,-1.5587,1.6561,1.0963,2.3982,2.6551,56.243,28,44
131,1,1,1,21,1,1,1,-1.7479,4.8805,2.0874,5.3591,3.8353,111.26,12,39
131,1,1,1,21,2,1,1,-0.40568,0.7981,-0.084201,1.1584,0.32148,-5.5454,7,31
131,1,1,1,22,1,1,1,-2.262,3.7645,2.2423,4.728,4.5044,117.84,10,38
131,1,1,1,22,2,1,1,0.25455,1.8041,-0.084726,1.4528,-0.33928,-3.505,38,46
131,1,1,1,23,1,1,1,-2.2334,7.0271,2.0823,7.0857,4.3157,109.64,11,38
131,1,1,1,23,2,1,1,0.35959,0.97522,-0.51887,1.1532,-0.87846,-28.48,2,28
131,1,1,1,24,1,1,1,-1.7981,4.0211,1.5865,4.4878,3.3846,83.287,11,39
131,1,1,1,24,2,1,1,-0.084208,1.0281,0.09201,0.80489,0.17622,5.2949,38,45
201,2,1,1,1,1,1,1,-2.6752,5.2702,2.7506,9.2091,5.4258,140.19,11,36
201,2,1,1,1,2,1,1,0.70995,1.878,-1.0126,3.9672,-1.7225,-52.114,36,11
201,2,1,1,2,1,1,1,-0.49582,5.8876,2.1886,6.8756,2.6845,124.94,28,52
201,2,1,1,2,2,1,1,-1.879,1.9454,1.8024,3.1843,3.6815,94.121,25,45
201,2,1,1,3,1,1,1,-3.053,3.2004,4.2435,9.5623,7.2965,221.51,15,38
201,2,1,1,3,2,1,1,0.14856,1.5396,-0.94237,3.4357,-1.0909,-50.353,37,14
201,2,1,1,4,1,1,1,-1.3793,1.9858,2.5341,5.7696,3.9134,135.86,15,52
201,2,1,1,4,2,1,1,-1.1917,1.021,0.24416,1.096,1.4359,11.305,29,11
201,2,1,1,6,1,1,1,-2.7507,3.5317,4.9035,10.835,7.6542,258.66,13,37
201,2,1,1,6,2,1,1,-0.061488,1.4208,-0.90975,2.7792,-0.84826,-49.718,2,15
201,2,1,1,8,1,1,1,-3.5655,3.9329,4.2495,8.0981,7.815,220.17,12,38
201,2,1,1,8,2,1,1,1.1811,1.78,-1.4373,3.9199,-2.6185,-73.725,36,12
201,2,1,1,9,1,1,1,-3.3245,5.5764,3.4133,8.7976,6.7378,175.44,12,37
201,2,1,1,9,2,1,1,-0.059993,1.7521,-0.7432,2.2472,-0.68321,-40.119,37,18
201,2,1,1,14,1,1,1,-2.5571,4.743,3.1183,8.9446,5.6754,160.58,12,37
201,2,1,1,14,2,1,1,-0.11301,2.0684,-0.50669,3.3023,-0.39368,-25.59,37,11
201,2,1,1,16,1,1,1,-2.8694,5.5904,3.7304,9.019,6.5998,194.66,13,37
201,2,1,1,16,2,1,1,-0.34188,0.70814,-0.3063,1.1025,0.035573,-17.423,1,12
201,2,1,1,17,1,1,1,-3.064,3.095,3.7244,8.1231,6.7884,193.86,16,37
201,2,1,1,17,2,1,1,0.094496,1.0057,-0.73161,2.0454,-0.82611,-38.601,37,14
201,2,1,1,18,1,1,1,-3.0817,4.4097,4.3337,9.8309,7.4154,228.24,15,37
201,2,1,1,18,2,1,1,-1.0773,1.1568,0.11783,1.138,1.1951,4.5941,37,11
201,2,1,1,19,1,1,1,-3.3112,4.9535,4.4502,10.501,7.7614,232.66,14,37
201,2,1,1,19,2,1,1,0.40908,2.0616,-1.7043,4.3805,-2.1133,-91.498,37,14
201,2,1,1,20,1,1,1,-3.2705,3.4222,4.5798,8.7481,7.8503,244.52,18,38
201,2,1,1,20,2,1,1,-0.65822,2.3781,-0.043287,1.8503,0.61493,-2.8565,33,51
201,2,1,1,21,1,1,1,-3.1187,6.7592,4.4104,11.922,7.5291,230.79,11,37
201,2,1,1,21,2,1,1,-0.43764,3.1262,-0.51754,2.7801,-0.0799,-29.581,31,12
201,2,1,1,24,1,1,1,-2.5361,7.7211,3.1898,10.254,5.726,169.6,17,38
201,2,1,1,24,2,1,1,-1.4681,6.5094,0.46992,7.3548,1.938,25.761,9,42
202,2,1,1,7,1,1,1,1.2166,4.8244,1.1367,7.265,-0.079895,64.828,26,51
202,2,1,1,7,2,1,1,-3.1277,2.6069,2.0045,2.8256,5.1322,101.89,30,41
202,2,1,1,9,1,1,1,1.1966,1.7695,0.27845,4.6347,-0.9181,15.901,21,50
202,2,1,1,9,2,1,1,-1.3571,1.2706,0.34043,1.5362,1.6975,16.551,52,31
202,2,1,1,10,1,1,1,1.2483,9.0495,2.7218,12.036,1.4735,147.37,31,52
202,2,1,1,10,2,1,1,-3.1389,2.8829,1.4223,3.786,4.5612,67.824,2,41
202,2,1,1,11,1,1,1,0.6099,2.7566,1.83,6.8788,1.2201,95.026,21,40
202,2,1,1,11,2,1,1,-0.72722,2.1537,-0.20798,1.9218,0.51924,-11.084,48,23
202,2,1,1,12,1,1,1,-1.1336,6.5656,3.5392,11.019,4.6728,187.49,24,51
202,2,1,1,12,2,1,1,-1.9425,1.2297,1.418,2.6748,3.3604,72.422,23,43
202,2,1,1,13,1,1,1,1.2374,3.3382,1.2186,5.6022,-0.018799,68.088,22,50
202,2,1,1,13,2,1,1,-1.1712,1.6776,0.83456,1.7623,2.0058,43.633,21,40
202,2,1,1,14,1,1,1,-2.3657,4.2439,3.0415,9.3422,5.4072,161.62,21,50
202,2,1,1,14,2,1,1,-1.2896,4.1802,1.5103,5.8889,2.7998,84.878,22,50
202,2,1,1,15,1,1,1,3.0461,4.5412,0.7657,6.2908,-2.2804,47.746,26,50
202,2,1,1,15,2,1,1,-1.8666,2.7908,0.98521,2.5643,2.8518,52.09,19,40
202,2,1,1,16,1,1,1,0.57249,4.673,1.8082,8.2066,1.2358,100.18,25,50
202,2,1,1,16,2,1,1,-1.15,0.61879,0.50452,0.84022,1.6546,26.14,22,40
202,2,1,1,17,1,1,1,-0.65862,3.366,2.0098,6.7385,2.6684,105.77,24,40
202,2,1,1,17,2,1,1,-1.4481,0.63837,0.38566,1.1793,1.8338,19.181,4,50
202,2,1,1,18,1,1,1,1.0371,3.7811,1.6916,7.7322,0.65446,92.671,22,50
202,2,1,1,18,2,1,1,-1.2367,0.66776,0.51061,1.3071,1.7473,26.054,20,41
202,2,1,1,19,1,1,1,0.32214,2.9985,1.4528,5.8415,1.1307,76.018,23,40
202,2,1,1,19,2,1,1,-0.97454,0.64579,-0.15091,0.57831,0.82363,-9.1024,51,30
202,2,1,1,20,1,1,1,0.2057,5.1891,2.8382,10.295,2.6325,155.37,22,50
202,2,1,1,20,2,1,1,-1.6772,1.4743,1.0266,2.1165,2.7039,54.147,19,41
202,2,1,1,21,1,1,1,0.89683,3.4597,2.0967,6.9991,1.1999,111.29,22,40
202,2,1,1,21,2,1,1,-0.99973,0.87251,0.1844,1.15,1.1841,8.6974,10,37
202,2,1,1,22,1,1,1,0.47864,2.9388,1.5118,5.5436,1.0331,77.437,23,40
202,2,1,1,22,2,1,1,-1.1362,0.54124,0.067166,0.95136,1.2033,2.6569,16,39
202,2,1,1,23,1,1,1,-0.34394,3.7174,2.7458,7.7486,3.0898,146.17,22,40
202,2,1,1,23,2,1,1,-0.47087,0.27556,0.24351,1.0563,0.71438,13.339,15,49
202,2,1,1,24,1,1,1,0.1413,3.6218,2.1085,6.5812,1.9672,108.72,20,39
202,2,1,1,24,2,1,1,-0.77819,0.76797,-0.092888,1.2523,0.6853,-4.6601,22,48
203,2,1,1,1,1,1,1,-1.2379,3.8886,2.0912,6.8919,3.3292,105.37,11,39
203,2,1,1,1,2,1,1,-1.3796,1.6201,0.22183,1.7056,1.6014,9.408,4,36
203,2,1,1,3,1,1,1,-0.067976,3.9378,2.0157,6.9826,2.0837,104.33,14,40
203,2,1,1,3,2,1,1,-0.65477,1.4129,0.17653,1.4688,0.83129,7.3624,4,38
203,2,1,1,4,1,1,1,-0.21521,4.4225,2.0587,6.6821,2.2739,104.23,10,40
203,2,1,1,4,2,1,1,-1.0894,1.3753,0.29606,1.4412,1.3855,13.655,49,40
203,2,1,1,6,1,1,1,-0.22037,5.6125,1.8971,8.8587,2.1175,94.127,5,40
203,2,1,1,6,2,1,1,-0.31784,3.1399,0.061978,3.1048,0.37982,-0.76415,3,38
203,2,1,1,7,1,1,1,-0.088797,2.7783,1.4942,4.6425,1.583,79.082,11,40
203,2,1,1,7,2,1,1,-1.5427,1.0244,1.1701,1.2129,2.7128,60.009,24,41
203,2,1,1,8,1,1,1,-1.19,3.8583,1.3973,5.2721,2.5872,71.613,9,40
203,2,1,1,8,2,1,1,0.30834,0.54846,-0.11455,0.61743,-0.42289,-6.4893,46,14
203,2,1,1,9,1,1,1,-2.8222,5.8119,3.2817,10,6.104,166.33,13,40
203,2,1,1,9,2,1,1,-1.3492,2.1143,1.0291,2.4125,2.3783,50.661,4,39
203,2,1,1,10,1,1,1,-0.67097,4.0964,3.9944,7.7446,4.6654,211.42,25,40
203,2,1,1,10,2,1,1,-1.0521,0.76023,0.76279,1.2105,1.8149,40.233,24,1
203,2,1,1,11,1,1,1,-3.2516,4.8238,3.2198,8.2961,6.4714,164.73,13,40
203,2,1,1,11,2,1,1,-0.25903,0.91428,0.62573,1.1147,0.88476,31.265,4,39
203,2,1,1,12,1,1,1,-5.0915,6.0915,5.1633,11.463,10.255,266.12,13,41
203,2,1,1,12,2,1,1,-0.38696,0.58254,0.92806,1.3722,1.315,47.613,13,40
203,2,1,1,13,1,1,1,5.8921,3.1236,-1.7396,4.7385,-7.6316,-82.447,43,52
203,2,1,1,13,2,1,1,-0.66469,3.1029,-0.87043,2.9855,-0.20574,-41.535,34,2
203,2,1,1,14,1,1,1,-1.561,3.3349,2.0539,5.2497,3.6149,105.86,10,39
203,2,1,1,14,2,1,1,-1.3269,0.57641,0.41165,0.76667,1.7386,20.797,13,44
203,2,1,1,16,1,1,1,2.9582,2.3801,-0.60406,2.2647,-3.5623,-27.962,45,52
203,2,1,1,16,2,1,1,-1.4575,1.4489,0.48537,1.5164,1.9428,26.012,29,44
203,2,1,1,17,1,1,1,-3.0629,4.5014,3.4704,8.4572,6.5333,178.07,16,40
203,2,1,1,17,2,1,1,-1.0976,0.91646,0.54321,1.1391,1.6408,26.851,6,38
203,2,1,1,19,1,1,1,-2.5171,4.8081,2.8816,7.8942,5.3987,148.44,10,40
203,2,1,1,19,2,1,1,-0.94884,1.0722,0.81741,1.5423,1.7663,41.179,10,40
203,2,1,1,21,1,1,1,-1.9399,4.7133,2.0475,6.3837,3.9874,103.03,9,40
203,2,1,1,21,2,1,1,-1.2076,1.0893,0.76572,1.3769,1.9733,39.195,12,44
203,2,1,1,22,1,1,1,-4.5426,5.2666,4.4005,10.388,8.9431,226.2,16,40
203,2,1,1,22,2,1,1,-0.95925,1.2914,1.0346,2.1701,1.9938,52.023,10,39
203,2,1,1,23,1,1,1,-0.85177,3.193,0.45722,3.385,1.309,24.361,32,40
203,2,1,1,23,2,1,1,-0.84472,1.0394,0.97208,0.97955,1.8168,49.712,37,32
203,2,1,1,24,1,1,1,-4.047,6.0031,3.4865,9.6277,7.5335,176.01,10,40
203,2,1,1,24,2,1,1,-1.0078,1.0189,0.96372,1.8638,1.9716,48.535,10,40
204,2,1,1,3,1,1,1,-0.88297,3.105,1.2102,4.755,2.0931,59.638,9,38
204,2,1,1,3,2,1,1,0.71748,0.45467,-0.3406,0.84164,-1.0581,-17.129,37,17
204,2,1,1,4,1,1,1,-1.6199,2.3988,2.3042,4.8577,3.9242,118.98,14,37
204,2,1,1,4,2,1,1,-0.14042,0.30369,0.5157,1.0951,0.65613,27.001,16,38
204,2,1,1,6,1,1,1,-1.6857,3.4993,1.8894,4.9438,3.5751,95.863,14,37
204,2,1,1,6,2,1,1,0.45734,0.28489,-0.15269,0.42326,-0.61003,-7.3986,46,38
204,2,1,1,7,1,1,1,0.017365,1.5636,1.1148,3.1313,1.0974,57.589,14,38
204,2,1,1,7,2,1,1,0.21409,0.49931,0.068178,0.54708,-0.14591,3.0066,5,38
204,2,1,1,8,1,1,1,-1.4918,4.1359,1.62,5.2784,3.1118,79.955,15,35
204,2,1,1,8,2,1,1,0.99223,0.64519,-0.7468,1.755,-1.739,-37.852,47,16
204,2,1,1,9,1,1,1,-0.90341,1.763,1.1324,3.0339,2.0358,58.292,15,37
204,2,1,1,9,2,1,1,0.27478,0.39945,-0.096878,0.44908,-0.37166,-5.2427,9,27
204,2,1,1,11,1,1,1,-1.0045,2.0991,1.6061,3.9144,2.6105,81.742,16,44
204,2,1,1,11,2,1,1,0.65756,0.7375,-0.26465,0.89454,-0.92221,-12.938,46,51
204,2,1,1,12,1,1,1,-0.74632,1.3503,1.1516,2.7849,1.8979,58.985,15,38
204,2,1,1,12,2,1,1,0.18264,0.59382,-0.14839,0.57324,-0.33103,-7.9349,9,24
204,2,1,1,13,1,1,1,0.38577,1.7926,1.101,3.7618,0.71525,60.751,14,47
204,2,1,1,13,2,1,1,-1.5666,0.54921,0.68969,1.2486,2.2562,36.27,23,49
204,2,1,1,14,1,1,1,-1.6648,1.2986,2.8497,6.5449,4.5145,147.49,14,47
204,2,1,1,14,2,1,1,0.15319,0.69171,0.026752,0.77362,-0.12643,1.3712,34,50
204,2,1,1,17,1,1,1,-0.63696,2.7415,2.286,5.9751,2.923,116.9,12,38
204,2,1,1,17,2,1,1,0.646,0.53392,0.050674,0.92857,-0.59533,4.1951,31,52
204,2,1,1,19,1,1,1,-0.76123,2.0567,1.9148,4.3563,2.676,98.438,14,37
204,2,1,1,19,2,1,1,0.052245,0.60859,0.018588,0.60604,-0.033657,0.58311,40,50
204,2,1,1,21,1,1,1,-1.3488,1.9653,2.2988,5.301,3.6475,119.76,15,38
204,2,1,1,21,2,1,1,0.13901,0.74023,-0.02121,0.73606,-0.16022,-1.4908,11,30
204,2,1,1,22,1,1,1,-0.90009,1.8276,1.5804,3.7926,2.4805,81.275,15,36
204,2,1,1,22,2,1,1,0.22284,0.48397,-0.039611,0.59471,-0.26245,-1.9624,10,34
204,2,1,1,24,1,1,1,-0.69262,1.0186,1.2811,3.4148,1.9737,66.742,14,37
204,2,1,1,24,2,1,1,0.2607,0.29227,-0.085806,0.35586,-0.34651,-4.3248,35,18
205,2,1,1,14,1,1,1,-2.2129,2.1372,0.75408,2.351,2.967,38.906,30,44
205,2,1,1,14,2,1,1,0.13695,0.46338,-0.79491,1.6385,-0.93186,-41.994,48,20
205,2,1,1,22,1,1,1,-2.8419,2.843,1.4462,4.0361,4.2881,76.228,23,44
205,2,1,1,22,2,1,1,-0.84983,1.2117,-0.28174,1.1275,0.56809,-14.95,48,22
205,2,1,1,23,1,1,1,-1.3451,1.7063,1.7382,3.856,3.0832,90.585,24,38
205,2,1,1,23,2,1,1,0.62158,0.79497,-0.063649,0.60977,-0.68523,-3.8117,44,42
206,2,1,1,1,1,1,1,-2.5082,3.3712,3.1994,6.6457,5.7076,165.86,10,41
206,2,1,1,1,2,1,1,-1.2804,1.4163,0.85771,2.4051,2.1381,42.894,9,41
206,2,1,1,2,1,1,1,-1.5912,3.6318,1.8311,5.0238,3.4224,99.135,25,43
206,2,1,1,2,2,1,1,-1.6592,0.97139,0.66831,1.3305,2.3275,35.038,21,42
206,2,1,1,3,1,1,1,-2.3836,2.8469,2.9847,5.4715,5.3682,156.5,24,40
206,2,1,1,3,2,1,1,-0.76324,1.2909,0.33285,1.7141,1.0961,15.493,6,39
206,2,1,1,4,1,1,1,-1.4987,2.5369,2.2015,4.784,3.7002,116.63,24,42
206,2,1,1,4,2,1,1,-0.96675,1.1093,0.26098,1.3608,1.2277,12.161,11,41
206,2,1,1,5,1,1,1,-1.1814,6.0208,2.1242,7.1091,3.3056,118.69,26,50
206,2,1,1,5,2,1,1,-2.8318,2.4095,1.4439,2.6764,4.2757,76.386,26,46
206,2,1,1,6,1,1,1,-2.5505,3.3212,2.8277,5.951,5.3782,147.01,9,41
206,2,1,1,6,2,1,1,-1.1044,1.686,0.49691,2.353,1.6013,23.586,8,36
206,2,1,1,7,1,1,1,-1.107,2.9845,2.1375,5.2984,3.2445,115.62,24,52
206,2,1,1,7,2,1,1,-0.9983,0.59518,0.30298,0.77337,1.3013,15.48,26,43
206,2,1,1,8,1,1,1,-2.0533,3.1263,2.3744,4.7228,4.4277,125.05,28,40
206,2,1,1,8,2,1,1,-0.65342,1.0684,0.72049,1.5013,1.3739,38.634,30,47
206,2,1,1,9,1,1,1,-1.7325,4.0286,1.5417,5.0433,3.2742,78.235,6,39
206,2,1,1,9,2,1,1,-0.66294,2.3956,-0.20116,2.4116,0.46178,-13.32,6,31
206,2,1,1,10,1,1,1,0.66516,2.9019,0.25348,4.5815,-0.41167,20.535,25,2
206,2,1,1,10,2,1,1,-1.1002,1.7644,0.2187,1.5911,1.3189,10.895,52,9
206,2,1,1,11,1,1,1,-1.4265,3.4043,1.3492,3.7563,2.7757,69.731,13,39
206,2,1,1,11,2,1,1,-0.41646,1.2953,-0.11452,1.2614,0.30194,-7.4555,48,31
206,2,1,1,12,1,1,1,-0.75891,3.3413,0.54129,2.7756,1.3002,28.078,6,39
206,2,1,1,12,2,1,1,-0.52969,1.8947,-0.23056,1.5217,0.29912,-13.573,52,30
206,2,1,1,14,1,1,1,-2.4804,2.5341,2.2701,4.8271,4.7506,119.93,24,41
206,2,1,1,14,2,1,1,-0.99877,0.47446,0.50557,1.1652,1.5043,26.188,21,42
206,2,1,1,17,1,1,1,-5.8114,4.9184,5.8139,10.434,11.625,300.91,23,41
206,2,1,1,17,2,1,1,-2.4312,1.6734,1.5918,3.8347,4.023,79.314,5,39
206,2,1,1,21,1,1,1,-2.2801,4.0036,0.90545,4.1615,3.1856,43.239,25,43
206,2,1,1,21,2,1,1,-1.3472,1.1921,0.27255,1.1135,1.6198,11.826,52,34
206,2,1,1,22,1,1,1,-2.8151,3.1816,3.0733,6.6582,5.8885,159.75,20,42
206,2,1,1,22,2,1,1,-1.6441,2.1484,0.60326,2.3665,2.2474,28.393,4,36
206,2,1,1,23,1,1,1,-2.0148,3.0864,0.99766,3.6522,3.0125,52.437,30,44
206,2,1,1,23,2,1,1,-0.6485,1.5817,0.28407,1.1223,0.93257,14.036,44,49
206,2,1,1,24,1,1,1,-2.5695,5.387,1.5547,6.5651,4.1242,74.929,14,40
206,2,1,1,24,2,1,1,-1.3799,1.4101,0.5621,2.5512,1.942,28.355,7,25
207,2,1,1,1,1,1,1,-0.62906,2.3411,1.3457,3.8814,1.9747,72.51,21,37
207,2,1,1,1,2,1,1,-0.35883,1.1019,0.035807,1.3219,0.39464,-0.1501,52,19
207,2,1,1,2,1,1,1,-0.02305,2.1533,1.6974,4.4461,1.7205,91.763,21,51
207,2,1,1,2,2,1,1,-1.4084,0.71047,0.50957,0.93785,1.9179,24.425,52,40
207,2,1,1,3,1,1,1,-0.24395,1.6792,1.0451,2.815,1.2891,55.673,23,37
207,2,1,1,3,2,1,1,-0.29443,0.411,0.067154,0.54151,0.36158,2.5418,52,45
207,2,1,1,4,1,1,1,0.31835,2.3828,0.869,3.8418,0.55065,49.269,22,51
207,2,1,1,4,2,1,1,-0.93596,0.57933,0.47899,0.60227,1.415,23.412,52,45
207,2,1,1,5,1,1,1,0.35333,1.2473,1.178,3.507,0.82468,63.783,19,51
207,2,1,1,5,2,1,1,-0.2974,0.3931,-0.27385,1.574,0.023556,-15.93,52,13
207,2,1,1,6,1,1,1,0.66358,3.069,0.91232,4.2176,0.24873,51.5,28,41
207,2,1,1,6,2,1,1,-0.93891,0.47572,0.47301,0.47265,1.4119,23.73,52,17
207,2,1,1,7,1,1,1,0.29626,2.8902,1.0708,4.2433,0.77451,60.072,23,51
207,2,1,1,7,2,1,1,-0.89054,0.44128,0.51815,0.40875,1.4087,25.94,52,40
207,2,1,1,8,1,1,1,0.52106,1.6234,0.14172,2.0654,-0.37934,9.464,28,41
207,2,1,1,8,2,1,1,-0.24238,0.34298,0.057732,0.70875,0.30011,1.8099,51,18
207,2,1,1,9,1,1,1,0.90863,3.3074,0.53198,3.7505,-0.37665,31.483,28,41
207,2,1,1,9,2,1,1,-1.0419,0.44045,0.55168,0.43545,1.5936,28.238,30,1
207,2,1,1,10,1,1,1,-0.74715,3.1955,2.1379,5.3733,2.885,115.25,21,41
207,2,1,1,10,2,1,1,-0.27716,0.78406,-0.24362,1.0373,0.033537,-14.454,51,22
207,2,1,1,11,1,1,1,0.67963,2.6404,0.31791,2.8244,-0.36171,19.253,28,42
207,2,1,1,11,2,1,1,-0.74818,0.56808,0.50855,0.55124,1.2567,26.027,30,40
207,2,1,1,12,1,1,1,-0.43761,2.8805,1.6208,4.7201,2.0584,87.582,22,41
207,2,1,1,12,2,1,1,-0.54622,0.59971,-0.010882,0.63218,0.53534,-1.8305,51,22
207,2,1,1,13,1,1,1,0.35744,5.3891,2.6928,8.2303,2.3354,146.45,23,51
207,2,1,1,13,2,1,1,-0.52023,1.8064,0.36884,2.107,0.88907,19.98,29,6
207,2,1,1,14,1,1,1,0.0048366,3.345,1.9749,5.8726,1.9701,106.34,23,41
207,2,1,1,14,2,1,1,-0.16176,1.3613,-0.27584,2.029,-0.11408,-14.703,35,16
207,2,1,1,15,1,1,1,0.071393,2.3466,1.391,3.8479,1.3196,74.601,24,50
207,2,1,1,15,2,1,1,-0.58208,0.41577,0.16443,0.93417,0.74651,7.8493,50,11
207,2,1,1,16,1,1,1,0.61847,4.3188,1.7743,6.2856,1.1558,96.848,23,41
207,2,1,1,16,2,1,1,-0.78015,0.94647,0.18036,1.3201,0.96051,8.4422,51,14
207,2,1,1,17,1,1,1,-0.59138,2.1563,1.5847,4.2681,2.1761,83.621,21,41
207,2,1,1,17,2,1,1,0.37584,0.91101,-0.37115,1.6676,-0.74699,-19.296,38,16
207,2,1,1,18,1,1,1,0.13074,2.4878,1.3723,4.0188,1.2416,73.721,23,41
207,2,1,1,18,2,1,1,-0.75108,0.5285,-0.063638,0.98163,0.68744,-4.4056,51,17
207,2,1,1,19,1,1,1,0.27376,2.2107,0.828,3.335,0.55424,45.563,22,41
207,2,1,1,19,2,1,1,-0.59789,0.71213,0.14015,0.9627,0.73803,6.8786,37,15
207,2,1,1,20,1,1,1,-1.3003,2.1771,2.6656,5.1097,3.9659,140.08,20,41
