subject,session,data_source,structured_data,channel,signal,stimulus,block,mean_baseline,std_baseline,mean_task,std_task,task_minus_baseline,area_under_curve_task,time_to_peak,time_to_nadir
112,1,1,1,5,2,1,1,-0.83393,0.53903,-0.10887,0.95072,0.72506,-6.4765,52,14
112,1,1,1,6,1,1,1,-0.54112,4.0714,1.1169,3.113,1.658,54.513,29,39
112,1,1,1,6,2,1,1,0.24985,0.20605,-0.34208,0.66011,-0.59193,-18.088,36,21
112,1,1,1,7,1,1,1,-0.71147,4.0543,0.49167,2.722,1.2031,22.814,50,38
112,1,1,1,7,2,1,1,-0.2125,1.0597,0.21858,1.1124,0.43108,12.242,35,51
112,1,1,1,8,1,1,1,-1.0699,4.9416,1.4928,3.7032,2.5628,71.97,1,39
112,1,1,1,8,2,1,1,-0.42379,0.40372,0.34776,0.52079,0.77155,17.841,6,39
112,1,1,1,9,1,1,1,-1.7082,4.9134,2.0309,4.9319,3.7391,103.79,25,39
112,1,1,1,9,2,1,1,-0.53499,1.1116,0.38052,1.1281,0.91551,19.696,25,37
112,1,1,1,10,1,1,1,-0.9944,4.6087,0.54142,3.207,1.5358,25.09,50,38
112,1,1,1,10,2,1,1,-0.55919,1.004,0.476,1.0747,1.0352,25.721,26,1
112,1,1,1,11,1,1,1,-0.56232,4.2457,1.1207,3.3545,1.683,55.247,24,38
112,1,1,1,11,2,1,1,-0.26906,0.49162,0.20279,0.61367,0.47185,10.166,6,38
112,1,1,1,12,1,1,1,-0.79078,4.1253,1.2718,3.5154,2.0626,63.85,24,38
112,1,1,1,12,2,1,1,-0.18951,0.66523,0.43752,1.09,0.62704,23.017,25,39
112,1,1,1,13,1,1,1,0.87709,2.7942,-0.036573,1.7921,-0.91367,-3.6364,1,38
112,1,1,1,13,2,1,1,-0.65731,0.71518,0.23226,0.3834,0.88957,11.649,30,44
112,1,1,1,14,1,1,1,-0.27304,3.7775,0.79442,2.6683,1.0675,37.739,2,38
112,1,1,1,14,2,1,1,-0.1737,0.24611,-0.085712,0.31425,0.087991,-4.9054,2,26
112,1,1,1,15,1,1,1,1.4529,1.5165,-0.74626,1.1011,-2.1992,-38.928,1,11
112,1,1,1,15,2,1,1,-0.79414,0.75621,0.083174,0.60231,0.87731,3.2701,52,15
112,1,1,1,16,1,1,1,-1.2186,4.8862,1.075,3.1435,2.2936,52.316,50,38
112,1,1,1,16,2,1,1,-0.03001,0.28665,-0.1831,0.46637,-0.15308,-9.955,36,18
112,1,1,1,17,1,1,1,-0.7122,5.1697,1.0176,3.7992,1.7298,46.972,2,38
112,1,1,1,17,2,1,1,-0.17359,0.43963,-0.15069,0.56241,0.022896,-7.8507,37,22
112,1,1,1,18,1,1,1,-0.35973,2.6594,0.61619,2.1596,0.97592,30.32,29,39
112,1,1,1,18,2,1,1,-0.42296,1.0899,0.1438,0.70143,0.56675,6.5711,50,39
112,1,1,1,19,1,1,1,-1.534,5.5426,1.1221,3.7287,2.6561,53.054,49,38
112,1,1,1,19,2,1,1,-0.21295,0.66012,0.15484,0.4395,0.36779,7.292,1,38
112,1,1,1,20,1,1,1,-1.3841,3.3865,0.94749,2.4178,2.3316,46.986,50,39
112,1,1,1,20,2,1,1,-0.7847,1.1803,0.16222,0.84721,0.94692,7.0019,51,40
112,1,1,1,21,1,1,1,-1.7549,4.93,1.0976,3.3946,2.8524,51.17,51,40
112,1,1,1,21,2,1,1,0.091831,0.26843,0.037082,0.67761,-0.054749,1.1047,5,23
112,1,1,1,22,1,1,1,-2.2644,6.6274,1.6478,4.8306,3.9122,78.869,50,38
112,1,1,1,22,2,1,1,-0.35822,0.53791,0.30392,0.40444,0.66214,15.581,15,37
112,1,1,1,23,1,1,1,-1.7233,3.7879,1.2884,2.8705,3.0117,63.517,50,39
112,1,1,1,23,2,1,1,-0.021286,0.33126,0.089255,0.29239,0.11054,4.5797,10,26
112,1,1,1,24,1,1,1,-2.6721,5.7792,1.8162,4.4003,4.4882,88.603,50,39
112,1,1,1,24,2,1,1,-0.16436,0.52195,0.16333,0.55995,0.32768,8.5011,10,36
113,1,1,1,1,1,1,1,-2.5163,4.1097,4.0185,7.3894,6.5349,207,19,42
113,1,1,1,1,2,1,1,-0.32527,0.62693,-0.43185,1.4811,-0.10658,-22.491,44,24
113,1,1,1,2,1,1,1,-0.5137,3.0295,3.7064,6.3269,4.2201,193.94,27,42
113,1,1,1,2,2,1,1,-0.81495,1.2843,0.95205,1.6269,1.767,49.188,26,43
113,1,1,1,3,1,1,1,-2.6872,4.0444,4.0331,7.776,6.7203,206.53,13,42
113,1,1,1,3,2,1,1,-0.0013381,1.0383,-0.82056,1.9839,-0.81923,-42.426,44,23
113,1,1,1,4,1,1,1,-1.3171,4.0981,3.5037,6.7909,4.8208,180.23,18,42
113,1,1,1,4,2,1,1,-0.70582,0.60492,0.034765,1.0831,0.74058,0.05069,52,34
113,1,1,1,5,1,1,1,-2.0219,3.2379,4.0006,6.2984,6.0225,212.51,27,45
113,1,1,1,5,2,1,1,-0.7718,0.4655,0.26409,0.5487,1.0359,12.958,52,45
113,1,1,1,6,1,1,1,-1.8707,3.8003,4.1205,8.3972,5.9911,212.37,18,42
113,1,1,1,6,2,1,1,-0.33557,1.0267,-0.76127,1.8927,-0.4257,-41.063,44,17
113,1,1,1,7,1,1,1,-1.4304,5.3357,4.4256,9.0088,5.856,235.46,26,43
113,1,1,1,7,2,1,1,-0.68508,0.99436,0.15892,0.84639,0.84401,7.6568,34,40
113,1,1,1,8,1,1,1,-2.4262,2.7863,3.857,6.7961,6.2832,199.68,19,42
113,1,1,1,8,2,1,1,-0.62416,0.76677,-0.049325,1.0081,0.57483,-3.5416,7,34
113,1,1,1,9,1,1,1,-1.9386,3.718,4.3781,8.5692,6.3167,229.77,19,42
113,1,1,1,9,2,1,1,-0.81248,0.52666,-0.0071195,0.73484,0.80536,-1.6955,52,31
113,1,1,1,10,1,1,1,-1.5981,4.0054,4.057,7.5118,5.6551,214.3,26,42
113,1,1,1,10,2,1,1,-0.29178,0.20972,0.05353,0.46232,0.34531,2.1198,8,40
113,1,1,1,11,1,1,1,-2.4469,4.3939,5.1338,9.8315,7.5807,267.85,18,42
113,1,1,1,11,2,1,1,-0.82134,0.92058,-0.25117,1.2404,0.57017,-14.606,52,29
113,1,1,1,12,1,1,1,-1.7691,3.7758,3.9634,7.8717,5.7325,208.73,19,42
113,1,1,1,12,2,1,1,-0.5824,0.24962,-0.023454,0.68432,0.55894,-2.4216,52,30
113,1,1,1,13,1,1,1,-2.6832,3.7439,4.9299,8.2964,7.6131,254.9,17,42
113,1,1,1,13,2,1,1,-1.3724,1.1194,1.6766,3.0134,3.049,86.281,8,45
113,1,1,1,14,1,1,1,-2.1119,4.1695,3.6651,7.1042,5.777,189.04,22,42
113,1,1,1,14,2,1,1,0.066718,0.56908,-0.53658,1.3871,-0.6033,-27.816,43,18
113,1,1,1,15,1,1,1,-1.9497,2.9076,3.5915,6.5017,5.5412,188.68,22,42
113,1,1,1,15,2,1,1,0.065872,0.76075,-0.47168,1.326,-0.53755,-25.402,34,8
113,1,1,1,16,1,1,1,-1.4461,4.8769,3.2609,6.8114,4.707,164.17,13,42
113,1,1,1,16,2,1,1,-0.61481,0.59453,0.026261,0.76169,0.64107,-0.35375,52,17
113,1,1,1,17,1,1,1,-2.3674,5.1714,3.5032,7.4932,5.8706,178.63,22,42
113,1,1,1,17,2,1,1,0.15708,0.88453,-0.73546,1.6963,-0.89253,-38.704,46,27
113,1,1,1,18,1,1,1,-2.7894,3.5223,5.1464,9.1213,7.9358,267.93,17,42
113,1,1,1,18,2,1,1,-1.1023,0.98951,0.50483,1.5211,1.6071,25.131,7,34
113,1,1,1,19,1,1,1,-1.6768,4.4193,3.5978,7.5613,5.2746,185.53,21,42
113,1,1,1,19,2,1,1,-0.66534,0.55935,0.074493,0.7238,0.73983,2.7593,52,34
113,1,1,1,20,1,1,1,-2.9414,3.684,4.809,8.5734,7.7505,251.18,17,42
113,1,1,1,20,2,1,1,-0.69709,1.1672,0.30144,1.5947,0.99853,14.803,7,34
113,1,1,1,21,1,1,1,-1.6695,3.263,3.3359,6.1577,5.0054,173.18,18,42
113,1,1,1,21,2,1,1,-0.7004,0.81936,-0.18001,1.0057,0.52039,-10.83,52,30
113,1,1,1,22,1,1,1,-2.2254,4.2515,3.5959,7.3795,5.8213,188.61,22,42
113,1,1,1,22,2,1,1,-0.33416,0.47826,0.047667,0.58305,0.38183,1.9349,47,37
113,1,1,1,23,1,1,1,-1.8857,3.4099,3.1394,5.9898,5.0251,163.79,19,42
113,1,1,1,23,2,1,1,0.010695,0.50451,-0.46164,0.93852,-0.47234,-24.626,43,17
113,1,1,1,24,1,1,1,-2.2656,3.625,3.5374,6.652,5.8029,184.91,18,42
113,1,1,1,24,2,1,1,-0.36472,0.24891,-0.078979,0.41003,0.28574,-4.6264,52,29
114,1,1,1,9,1,1,1,-2.5875,1.3483,2.0299,3.005,4.6174,104.38,15,38
114,1,1,1,9,2,1,1,-0.035837,0.28775,0.14044,0.43145,0.17628,7.2528,28,35
114,1,1,1,11,1,1,1,-2.3843,1.6498,2.2835,3.911,4.6679,118.21,16,36
114,1,1,1,11,2,1,1,-0.16844,0.30595,0.28203,0.58777,0.45047,14.671,28,41
114,1,1,1,20,1,1,1,-0.51749,1.1902,1.5043,2.9019,2.0218,77.451,11,37
114,1,1,1,20,2,1,1,0.12456,0.86533,-0.76137,1.2091,-0.88593,-39.595,40,30
114,1,1,1,22,1,1,1,-4.4218,2.6459,3.8964,7.3806,8.3181,199.17,11,38
114,1,1,1,22,2,1,1,-0.66671,0.48353,0.70572,1.3824,1.3724,36.197,11,34
115,1,1,1,1,1,1,1,2.8181,2.9765,0.83038,2.5951,-1.9877,46.759,30,51
115,1,1,1,1,2,1,1,0.11712,0.81836,-0.72756,1.6248,-0.84467,-38.057,34,21
115,1,1,1,2,1,1,1,1.4607,2.5067,1.8391,4.0837,0.37839,101.14,15,52
115,1,1,1,2,2,1,1,-0.38127,0.78577,0.62789,1.2073,1.0092,33.527,14,1
115,1,1,1,4,1,1,1,2.2036,2.9137,1.0515,3.3233,-1.1521,57.436,30,37
115,1,1,1,4,2,1,1,-0.14816,0.70566,-0.41126,1.2499,-0.26311,-22.498,47,23
115,1,1,1,5,1,1,1,1.2422,3.5733,0.24694,3.5129,-0.9953,17.464,30,3
115,1,1,1,5,2,1,1,-0.44265,0.94497,-0.24192,1.6473,0.20073,-13.723,29,14
115,1,1,1,7,1,1,1,1.0746,3.9727,2.1682,5.1648,1.0936,118.93,14,51
115,1,1,1,7,2,1,1,-0.3928,0.72275,0.34425,1.2808,0.73705,18.732,14,29
115,1,1,1,8,1,1,1,0.74123,1.7358,0.81918,1.9411,0.077941,43.536,13,38
115,1,1,1,8,2,1,1,-0.22033,0.3149,-0.011101,0.3707,0.20922,-0.80329,8,23
115,1,1,1,9,1,1,1,1.0939,3.3656,2.4665,4.6514,1.3726,132.16,30,51
115,1,1,1,9,2,1,1,-0.39561,0.48864,0.35597,0.57736,0.75158,18.373,29,39
115,1,1,1,10,1,1,1,-0.069893,3.2733,3.7022,7.2126,3.772,198.64,15,51
115,1,1,1,10,2,1,1,-0.38668,0.43333,0.59703,1.3889,0.98371,31.874,15,43
115,1,1,1,11,1,1,1,-0.24628,2.2903,2.3771,4.5143,2.6234,124.9,15,39
115,1,1,1,11,2,1,1,-0.47611,0.3931,0.59937,0.96851,1.0755,31.261,14,39
115,1,1,1,12,1,1,1,-0.7282,3.894,5.0162,9.4277,5.7444,267.04,16,51
115,1,1,1,12,2,1,1,0.0094132,0.69876,0.51117,1.1917,0.50176,27.479,18,51
115,1,1,1,13,1,1,1,2.1137,2.6289,-0.69588,2.4327,-2.8095,-32.317,36,52
115,1,1,1,13,2,1,1,0.16803,1.0351,-0.3573,1.3424,-0.52533,-18.023,35,12
115,1,1,1,14,1,1,1,1.8054,2.6973,1.9898,3.9939,0.18436,106.01,15,38
115,1,1,1,14,2,1,1,-0.28669,0.70353,0.11533,0.56257,0.40202,6.4505,39,48
115,1,1,1,15,1,1,1,1.5253,4.3817,-0.71314,3.8295,-2.2385,-33.386,35,46
115,1,1,1,15,2,1,1,-0.79678,1.5452,0.50013,1.1542,1.2969,25.132,35,43
115,1,1,1,16,1,1,1,1.5424,2.6885,1.3882,2.7602,-0.15423,74.215,13,38
115,1,1,1,16,2,1,1,-0.41083,0.55586,-0.18941,0.93238,0.22143,-10.072,8,27
115,1,1,1,18,1,1,1,1.0236,3.9296,0.43252,3.8803,-0.59105,22.839,34,39
115,1,1,1,18,2,1,1,-0.67141,1.3228,0.044392,1.3165,0.71581,0.99938,34,45
115,1,1,1,19,1,1,1,0.90718,4.4441,2.8205,5.4519,1.9133,149.85,29,38
115,1,1,1,19,2,1,1,-0.38531,0.60814,0.77087,1.2994,1.1562,40.177,12,44
115,1,1,1,20,1,1,1,1.4732,3.3533,-0.079181,3.2851,-1.5523,-2.3103,34,46
115,1,1,1,20,2,1,1,-0.65381,1.0556,0.50483,0.76732,1.1586,25.364,34,42
115,1,1,1,21,1,1,1,0.80461,3.7056,2.3596,4.1467,1.555,123.08,30,38
115,1,1,1,21,2,1,1,-0.30048,0.64265,0.60405,0.97426,0.90452,31.198,12,44
115,1,1,1,22,1,1,1,0.092347,3.1889,2.227,4.3939,2.1346,116.99,15,39
115,1,1,1,22,2,1,1,-0.34763,0.50097,0.57753,0.92801,0.92517,30.156,14,43
115,1,1,1,23,1,1,1,1.5956,2.5943,-0.10615,2.622,-1.7018,-6.6895,34,37
115,1,1,1,23,2,1,1,0.2412,0.75721,-0.47043,1.3189,-0.71163,-25.805,3,23
115,1,1,1,24,1,1,1,0.36253,2.8148,1.0645,2.8553,0.70201,56.638,13,38
115,1,1,1,24,2,1,1,-0.037548,0.21001,0.1612,0.394,0.19875,8.2715,10,46
116,1,1,1,4,1,1,1,1.5871,2.5633,0.53115,2.6797,-1.056,30.192,37,6
116,1,1,1,4,2,1,1,-0.62504,2.7634,-0.1839,2.0818,0.44113,-8.4834,31,5
116,1,1,1,5,1,1,1,-2.4525,2.2169,1.4204,4.7586,3.8729,78.575,21,2
116,1,1,1,5,2,1,1,-0.87685,1.8429,0.82521,2.8047,1.7021,43.629,26,47
116,1,1,1,6,1,1,1,0.68227,2.9677,1.155,2.2064,0.47269,61.096,31,48
116,1,1,1,6,2,1,1,-0.42891,1.6521,-0.57492,1.0888,-0.14601,-28.841,37,1
116,1,1,1,9,1,1,1,0.38234,3.493,1.1069,2.8869,0.72457,59.306,27,49
116,1,1,1,9,2,1,1,-1.4283,2.199,-0.48996,1.1218,0.93835,-24.88,36,1
116,1,1,1,11,1,1,1,-1.8149,1.6449,1.7666,3.1114,3.5815,91.469,27,39
116,1,1,1,11,2,1,1,-1.11,0.50292,-0.18396,0.6984,0.92601,-10.14,52,33
116,1,1,1,12,1,1,1,-2.3315,5.0088,3.5212,7.7465,5.8527,185.45,29,40
116,1,1,1,12,2,1,1,-0.25699,0.73334,-0.16748,0.79409,0.089511,-9.3343,30,37
116,1,1,1,14,1,1,1,-2.128,2.6902,3.0231,4.6423,5.1511,158.21,27,1
116,1,1,1,14,2,1,1,-2.0188,0.89551,0.33954,0.8285,2.3584,16.85,52,41
116,1,1,1,15,1,1,1,0.1626,1.3394,-0.42047,1.8492,-0.58307,-19.435,31,7
116,1,1,1,15,2,1,1,0.2936,1.376,0.16855,1.8258,-0.12505,9.0113,31,45
116,1,1,1,18,1,1,1,0.37204,3.1919,1.7586,3.767,1.3866,93.539,31,47
116,1,1,1,18,2,1,1,-1.0868,0.47076,-0.36118,0.70977,0.72565,-19.507,52,34
116,1,1,1,21,1,1,1,-0.72594,1.796,2.0858,3.6745,2.8117,110.04,22,40
116,1,1,1,21,2,1,1,-2.1533,0.9278,-0.061437,1.2873,2.0918,-3.1308,27,31
116,1,1,1,22,1,1,1,-3.086,3.894,4.9643,5.2443,8.0503,261.04,22,49
116,1,1,1,22,2,1,1,-1.4398,0.94454,0.65663,0.94382,2.0965,35.233,39,1
116,1,1,1,24,1,1,1,-0.64662,2.2919,2.0874,3.6429,2.734,109.12,22,40
116,1,1,1,24,2,1,1,-1.1045,0.49125,-0.15061,0.57018,0.95386,-8.0529,27,33
118,1,1,1,1,1,1,1,-0.47002,3.5695,3.1593,5.5304,3.6293,167.3,24,48
118,1,1,1,1,2,1,1,-0.012933,0.82229,-0.17102,0.56761,-0.15809,-8.9873,34,43
118,1,1,1,3,1,1,1,-1.3652,4.4667,5.0203,8.9533,6.3855,263.94,24,48
118,1,1,1,3,2,1,1,-0.65769,0.65558,0.39435,1.2376,1.052,19.549,11,39
118,1,1,1,4,1,1,1,0.10228,3.1108,2.1939,4.7176,2.0916,117.21,24,48
118,1,1,1,4,2,1,1,-0.40781,0.54653,0.005123,0.4581,0.41294,0.013601,49,41
118,1,1,1,5,1,1,1,1.9918,3.4535,1.5844,6.0997,-0.40738,88.377,30,52
118,1,1,1,5,2,1,1,-1.1261,0.72025,-0.26689,1.4893,0.85922,-13.054,51,3
118,1,1,1,6,1,1,1,-0.99171,3.8005,3.7223,6.668,4.714,196.33,24,49
118,1,1,1,6,2,1,1,-0.62552,0.66191,0.37563,0.93387,1.0012,18.703,12,36
118,1,1,1,7,1,1,1,-0.19804,4.3995,2.9786,6.3183,3.1766,158.42,25,48
118,1,1,1,7,2,1,1,-0.5166,0.52828,0.17509,0.73233,0.69169,9.1081,24,41
118,1,1,1,8,1,1,1,-1.6544,3.9816,4.0409,7.1263,5.6953,212.78,24,49
118,1,1,1,8,2,1,1,0.0062033,0.55179,0.41085,1.0998,0.40464,20.173,6,38
118,1,1,1,9,1,1,1,-0.62972,2.697,2.1461,4.0106,2.7758,112.96,25,49
118,1,1,1,9,2,1,1,-0.61116,0.48819,0.25383,0.53153,0.86499,12.592,24,41
118,1,1,1,10,1,1,1,-0.33169,3.2871,2.6155,5.3191,2.9472,139.27,24,49
118,1,1,1,10,2,1,1,-0.37144,1.3706,-1.0288,2.0074,-0.65735,-55.64,51,30
118,1,1,1,11,1,1,1,-2.1468,2.0434,1.9821,3.4178,4.1289,101.96,24,39
118,1,1,1,11,2,1,1,0.59598,1.0512,-0.42178,1.1978,-1.0178,-22.259,2,24
118,1,1,1,12,1,1,1,-1.4039,2.9118,2.268,4.0709,3.6719,119.84,24,49
118,1,1,1,12,2,1,1,0.052287,1.1121,-0.55051,1.1042,-0.6028,-30.013,50,23
118,1,1,1,16,1,1,1,1.0017,3.4248,2.6437,5.1117,1.6421,140.35,25,49
118,1,1,1,16,2,1,1,-0.32347,0.5429,-0.17651,0.47322,0.14696,-9.5184,51,43
118,1,1,1,19,1,1,1,0.66122,4.0026,3.1814,5.7975,2.5202,168.12,25,49
118,1,1,1,19,2,1,1,-0.39899,0.64921,0.11972,0.65033,0.5187,5.4978,52,42
118,1,1,1,21,1,1,1,0.77081,4.48,2.7393,5.8647,1.9685,146.46,30,49
118,1,1,1,21,2,1,1,-0.82238,0.67681,0.077093,0.63769,0.89947,3.334,52,41
118,1,1,1,22,1,1,1,-1.084,3.1014,3.0677,5.0563,4.1517,160.46,30,50
118,1,1,1,22,2,1,1,0.20176,0.5432,0.22278,0.85431,0.021019,10.241,8,40
118,1,1,1,23,1,1,1,-0.47647,5.1472,4.0116,7.5287,4.488,213.27,24,49
118,1,1,1,23,2,1,1,0.074001,0.70406,-0.30953,0.59971,-0.38354,-16.244,48,42
118,1,1,1,24,1,1,1,-1.0622,2.8858,2.559,4.651,3.6212,134.61,23,49
118,1,1,1,24,2,1,1,0.089371,0.87447,0.074644,1.0149,-0.014727,2.7472,12,44
120,1,1,1,8,1,1,1,-1.5589,2.1053,1.4766,3.3798,3.0355,78.421,13,39
120,1,1,1,8,2,1,1,0.11416,0.46514,0.12469,0.49341,0.010531,6.0472,49,6
124,1,1,1,1,1,1,1,-3.0977,2.2557,4.688,11.519,7.7857,248.89,14,42
124,1,1,1,1,2,1,1,-1.4054,0.52755,0.9288,1.6233,2.3342,48.666,14,36
124,1,1,1,3,1,1,1,-1.4412,0.78894,0.23765,2.1242,1.6788,11.598,16,42
124,1,1,1,3,2,1,1,-0.14784,1.0992,0.37522,1.1144,0.52306,20.533,30,2
124,1,1,1,4,1,1,1,-2.6631,3.1082,5.2436,11.702,7.9068,278.55,15,42
124,1,1,1,4,2,1,1,-1.735,0.71396,0.97461,1.876,2.7096,50.424,14,36
124,1,1,1,5,1,1,1,0.080232,1.2821,1.9857,2.9482,1.9054,105.26,22,52
124,1,1,1,5,2,1,1,-0.50736,0.48536,-0.22577,0.86523,0.28159,-12.293,52,42
124,1,1,1,6,1,1,1,-4.2361,3.0763,2.4583,5.3262,6.6944,125.09,15,42
124,1,1,1,6,2,1,1,-2.1052,1.1111,0.55661,1.1462,2.6618,26.962,52,37
124,1,1,1,7,1,1,1,-1.5644,2.2522,2.4387,5.1799,4.003,129.09,15,42
124,1,1,1,7,2,1,1,-1.3371,0.56858,0.76523,1.12,2.1024,39.684,24,43
124,1,1,1,8,1,1,1,-2.2478,1.8775,1.1962,3.4238,3.444,62.66,14,43
124,1,1,1,8,2,1,1,-0.55444,1.116,0.63195,0.9643,1.1864,32.881,43,46
124,1,1,1,9,1,1,1,-3.2553,2.2679,2.5533,5.2288,5.8085,132.81,15,42
124,1,1,1,9,2,1,1,-1.5941,0.90886,0.61774,0.96514,2.2119,30.732,8,36
124,1,1,1,10,1,1,1,-1.0723,2.1562,1.2138,3.1313,2.2861,64.855,15,42
124,1,1,1,10,2,1,1,-0.45754,0.46257,0.60074,0.98898,1.0583,31.705,28,48
124,1,1,1,11,1,1,1,-2.0662,2.1294,1.529,3.7118,3.5953,80.438,15,43
124,1,1,1,11,2,1,1,-1.006,0.40094,0.82985,0.64561,1.8359,41.981,10,37
124,1,1,1,12,1,1,1,-1.5022,1.3382,0.35556,2.8504,1.8577,15.683,52,36
124,1,1,1,12,2,1,1,-0.75571,0.57237,0.66793,0.80484,1.4236,34.385,33,42
124,1,1,1,13,1,1,1,-0.36884,2.6715,2.4434,4.9339,2.8123,128.7,29,45
124,1,1,1,13,2,1,1,-0.35029,1.4128,0.79896,1.9757,1.1493,43.105,29,49
124,1,1,1,14,1,1,1,-1.2568,2.8877,2.6543,5.6894,3.911,137.1,14,42
124,1,1,1,14,2,1,1,0.17393,1.1362,0.20111,1.3472,0.027179,12.185,30,52
124,1,1,1,16,1,1,1,-1.7954,3.2535,2.3333,4.9645,4.1286,122.53,22,42
124,1,1,1,16,2,1,1,-0.72717,0.20537,0.081284,0.46984,0.80846,4.1665,30,16
124,1,1,1,17,1,1,1,-3.3382,3.6798,1.7378,4.5037,5.076,91.174,27,42
124,1,1,1,17,2,1,1,-0.50066,1.7925,0.84235,2.4901,1.343,46.018,30,3
124,1,1,1,18,1,1,1,-2.7554,3.8604,2.7919,5.0444,5.5473,146.09,22,42
124,1,1,1,18,2,1,1,-1.0439,0.54926,0.53573,0.8818,1.5796,27.645,21,41
124,1,1,1,19,1,1,1,-3.28,5.1766,2.8831,7.1057,6.1631,152.78,24,43
124,1,1,1,19,2,1,1,-1.0354,0.54219,0.50324,0.68763,1.5386,26.057,29,49
124,1,1,1,20,1,1,1,-2.5623,2.6898,2.1676,4.0312,4.7299,114.28,27,42
124,1,1,1,20,2,1,1,-1.0458,0.81204,0.34708,1.3385,1.3929,19.068,25,1
124,1,1,1,21,1,1,1,-4.0536,4.075,3.1475,5.8075,7.2011,164.49,17,42
124,1,1,1,21,2,1,1,-1.3965,0.54732,0.53181,0.54454,1.9283,26.317,52,35
124,1,1,1,22,1,1,1,-0.95096,1.7587,0.64752,2.3812,1.5985,33.377,20,42
124,1,1,1,22,2,1,1,-0.73469,0.69085,0.81007,1.1849,1.5448,43.027,17,2
124,1,1,1,23,1,1,1,-2.9521,2.4799,2.1125,4.4879,5.0646,107.54,19,40
124,1,1,1,23,2,1,1,-0.74022,0.59848,0.72355,1.041,1.4638,38.362,22,46
124,1,1,1,24,1,1,1,-3.6497,4.0396,2.9494,5.9069,6.5991,149.73,9,40
124,1,1,1,24,2,1,1,-0.22488,3.0204,-0.18458,3.2938,0.040299,-7.9257,40,8
125,1,1,1,2,1,1,1,0.33921,3.6498,1.0812,2.0393,0.74203,55.656,36,39
125,1,1,1,2,2,1,1,-1.4789,0.97038,0.50179,1.9034,1.9807,24.659,5,33
125,1,1,1,4,1,1,1,-4.5945,5.3319,3.0513,9.8401,7.6458,166.8,21,42
125,1,1,1,4,2,1,1,-1.6295,0.96519,0.61685,2.7049,2.2464,30.859,7,38
125,1,1,1,6,1,1,1,-1.5251,2.4854,0.62781,2.8061,2.1529,32.282,17,42
125,1,1,1,6,2,1,1,-0.65004,1.8171,0.076066,2.1894,0.7261,1.5107,5,33
125,1,1,1,7,1,1,1,-0.62078,4.9818,0.79758,3.4851,1.4184,41.732,36,43
125,1,1,1,7,2,1,1,0.60819,1.8401,-0.95707,3.1957,-1.5653,-54.279,52,27
125,1,1,1,9,1,1,1,-3.7456,4.2527,2.1183,6.3711,5.8639,112.8,30,48
125,1,1,1,9,2,1,1,-0.85549,0.70646,0.24327,0.85056,1.0988,11.011,1,34
125,1,1,1,10,1,1,1,0.20805,2.7668,0.38909,2.2144,0.18103,21.86,35,2
125,1,1,1,10,2,1,1,-1.1944,0.99797,-0.30043,1.2394,0.89392,-16.651,44,33
125,1,1,1,11,1,1,1,-2.4667,5.1375,1.6527,6.3203,4.1194,88.206,32,42
125,1,1,1,11,2,1,1,0.38922,1.2152,-0.36351,1.5091,-0.75273,-21.215,52,24
125,1,1,1,12,1,1,1,-1.2537,5.4351,1.4003,5.9691,2.654,77.147,32,47
125,1,1,1,12,2,1,1,0.069206,0.52682,-0.042869,0.68745,-0.11207,-2.9072,32,24
125,1,1,1,22,1,1,1,-1.6726,3.9917,1.278,5.0508,2.9506,70.124,31,42
125,1,1,1,22,2,1,1,-1.3342,1.0612,0.63384,1.7628,1.968,34.038,13,52
129,1,1,1,1,1,1,1,0.62156,4.8702,0.57298,5.0019,-0.048582,34.71,35,1
129,1,1,1,1,2,1,1,-1.5854,0.889,1.4361,2.2903,3.0215,75.57,23,42
129,1,1,1,4,1,1,1,1.7516,3.043,-0.52558,3.454,-2.2771,-24.837,34,6
129,1,1,1,4,2,1,1,-0.049151,0.69683,-0.089244,1.3922,-0.040093,-6.0034,51,13
129,1,1,1,5,1,1,1,-0.70286,1.2809,1.84,2.5351,2.5429,95.591,23,39
129,1,1,1,5,2,1,1,-1.5591,1.2672,1.3138,1.0641,2.8729,66.599,51,34
129,1,1,1,6,1,1,1,0.061653,2.1353,0.73473,2.7874,0.67308,39.785,24,48
129,1,1,1,6,2,1,1,-0.33711,0.4565,0.24142,0.40938,0.57853,11.618,52,42
129,1,1,1,7,1,1,1,-1.4841,1.6426,1.5422,3.3179,3.0264,80.816,15,39
129,1,1,1,7,2,1,1,-0.87844,1.4342,0.4886,1.2515,1.367,24.211,49,35
129,1,1,1,8,1,1,1,-0.6815,2.2151,2.5005,6.3852,3.182,131.78,17,39
129,1,1,1,8,2,1,1,-0.12138,0.66282,0.21815,0.95769,0.33953,10.958,15,35
129,1,1,1,9,1,1,1,-0.24643,2.3044,1.4414,6.8097,1.6878,81.096,16,52
129,1,1,1,9,2,1,1,-0.35717,1.2019,0.24474,0.98186,0.6019,13.067,16,35
129,1,1,1,10,1,1,1,-2.2012,3.8381,2.6815,5.9452,4.8827,138.58,16,42
129,1,1,1,10,2,1,1,-0.087628,1.8178,0.23965,1.249,0.32728,11.373,49,34
129,1,1,1,11,1,1,1,-1.9339,3.7887,3.9825,11.337,5.9164,211.86,16,39
129,1,1,1,11,2,1,1,-0.28089,1.5583,0.43467,1.9107,0.71556,23.029,15,34
